,Feature (Non-subtweet),Log Probability (Non-subtweet),Feature (Subtweet),Log Probability (Subtweet)
8949,", carefully apply",-12.969525092978847,/ vape,-12.570492467859886
8950,", carle",-12.969525092978847,can't follow,-12.570533784990177
8951,", carle just",-12.969525092978847,rolls,-12.570541051105863
8952,", carved door",-12.969525092978847,dont think,-12.570593847113477
8953,", case ,",-12.969525092978847,investigative,-12.570604602331748
8954,", cash",-12.969525092978847,entertain,-12.570609619917287
8955,", cash disappears",-12.969525092978847,remember don't,-12.57063966955349
8956,", cass",-12.969525092978847,opponent,-12.570756605628475
8957,", cass taught",-12.969525092978847,obsessing,-12.570771175547998
8958,", casual",-12.969525092978847,drive drive drive,-12.570775201212475
8959,", casual observers",-12.969525092978847,hate people dont,-12.570848692142704
8960,", casually",-12.969525092978847,paranoid,-12.570856853817205
8961,", casually used",-12.969525092978847,want sit,-12.570857040047741
8962,", cat !",-12.969525092978847,words wisdom !,-12.570916984602206
8963,", cat food",-12.969525092978847,words wisdom,-12.570916984602206
8964,", catcalling",-12.969525092978847,wisdom !,-12.570916984602206
8965,", catcalling ,",-12.969525092978847,mothers,-12.57093871395403
8966,", catch ,",-12.969525092978847,insane dude twitter,-12.570945008676109
8967,", catch drift",-12.969525092978847,insane dude,-12.570945008676109
8968,", catch scoop",-12.969525092978847,dude twitter,-12.570945008676109
8969,", cathedral",-12.969525092978847,lost ...,-12.570952876120778
8970,", cathedral ,",-12.969525092978847,", appreciate",-12.570992331343074
8971,", caught da",-12.969525092978847,goals .,-12.570997357249407
8972,", cause don't",-12.969525092978847,worker fucking annoying,-12.571042896561282
8973,", cause want",-12.969525092978847,worker fucking,-12.571042896561282
8974,", causes",-12.969525092978847,"post """,-12.57107951092795
8975,", causes biggest",-12.969525092978847,stuff friends,-12.571081647385276
8976,", causing",-12.969525092978847,"that's """,-12.571103644058878
8977,", causing [",-12.969525092978847,wouldn't make sense,-12.57114280043192
8978,", causing change",-12.969525092978847,"? "" ,",-12.57115715668799
8979,", centennial",-12.969525092978847,does remind,-12.571185378695212
8980,", centennial ,",-12.969525092978847,"hand ,",-12.57119731794074
8981,", central",-12.969525092978847,steak,-12.571204768525327
8982,", central american",-12.969525092978847,", , .",-12.571224969930586
8983,", ceo's",-12.969525092978847,blog boys look,-12.571268910931291
8984,", ceo's ...",-12.969525092978847,blog boys,-12.571268910931291
8985,", cereals",-12.969525092978847,lie canada,-12.57129084958094
8986,", cereals ,",-12.969525092978847,it's lie canada,-12.57129084958094
8987,", certain continue",-12.969525092978847,"supposed work ,",-12.571316415816852
8988,", certain light",-12.969525092978847,supposed work,-12.571316415816852
8989,", certainly",-12.969525092978847,wow ur original,-12.571319392319177
8990,", certainly corrosive",-12.969525092978847,wow ur,-12.571319392319177
8991,", certainly violation",-12.969525092978847,ur original,-12.571319392319177
8992,", certainly wasn't",-12.969525092978847,time trying,-12.571347109950711
8993,", change diaper",-12.969525092978847,6am,-12.571365417257294
8994,", change diss",-12.969525092978847,u & bb,-12.571372937320817
8995,", changed !",-12.969525092978847,u &,-12.571372937320817
8996,", chant",-12.969525092978847,& bb,-12.571372937320817
8997,", chant """,-12.969525092978847,la croix,-12.571381868149718
8998,", chasm",-12.969525092978847,croix,-12.571381868149718
8999,", chasm ,",-12.969525092978847,. just want,-12.571398439158125
9000,", chayce",-12.969525092978847,bodied,-12.571452853488308
9001,", chayce likely",-12.969525092978847,know that's,-12.571454416049418
9002,", cheap",-12.969525092978847,observations,-12.571477514993518
9003,", cheap .",-12.969525092978847,tricks,-12.571521335540242
9004,", check building",-12.969525092978847,sleeping 💀,-12.571552762961028
9005,", check fawlty",-12.969525092978847,i'm sleeping 💀,-12.571552762961028
9006,", chefs",-12.969525092978847,i'm sleeping,-12.571552762961028
9007,", chefs look",-12.969525092978847,kids finsta ?,-12.57155921472272
9008,", chewed",-12.969525092978847,kids finsta,-12.57155921472272
9009,", chewed 5",-12.969525092978847,finsta ?,-12.57155921472272
9010,", chief",-12.969525092978847,stop starting teams,-12.571592751156924
9011,", chief .",-12.969525092978847,stop starting,-12.571592751156924
9012,", chief staff",-12.969525092978847,starting teams,-12.571592751156924
9013,", child produced",-12.969525092978847,. just don't,-12.571593079730883
9014,", children",-12.969525092978847,wanna everybody knows,-12.571631725547242
9015,", children died",-12.969525092978847,wanna everybody,-12.571631725547242
9016,", children subjected",-12.969525092978847,everybody knows,-12.571631725547242
9017,", chinese",-12.969525092978847,im laughing,-12.57164278575977
9018,", chinese food",-12.969525092978847,tell truth,-12.571676432251795
9019,", chipotle",-12.969525092978847,eyes tell truth,-12.571676432251795
9020,", chipotle ice",-12.969525092978847,eyes tell,-12.571676432251795
9021,", choice design",-12.969525092978847,russia,-12.571718828353486
9022,", choose freedom",-12.969525092978847,genders,-12.571774591917494
9023,", choose remember",-12.969525092978847,heads,-12.571777931787198
9024,", choose small",-12.969525092978847,qualities,-12.57179695011722
9025,", choreographed",-12.969525092978847,people mentally fat,-12.57180402373418
9026,", choreographed guru",-12.969525092978847,people mentally,-12.57180402373418
9027,", chores",-12.969525092978847,mentally fat,-12.57180402373418
9028,", chores offline",-12.969525092978847,time &,-12.571862784021993
9029,", chromium",-12.969525092978847,imma need,-12.57187991239645
9030,", chromium ,",-12.969525092978847,beyonce,-12.571885885564194
9031,", chronology",-12.969525092978847,confused people assholes,-12.5719909721419
9032,", chronology :",-12.969525092978847,confused people,-12.5719909721419
9033,", church",-12.969525092978847,bills,-12.571999759782408
9034,", church ,",-12.969525092978847,scandal,-12.572008375567188
9035,", chuuya",-12.969525092978847,sub ... ☺,-12.572011293977125
9036,", chuuya ~",-12.969525092978847,sub ...,-12.572011293977125
9037,", cinnamon",-12.969525092978847,... ☺,-12.572011293977125
9038,", cinnamon ancho",-12.969525092978847,dead af,-12.572039953903458
9039,", circus",-12.969525092978847,moaning,-12.57207857554782
9040,", circus freak",-12.969525092978847,chill .,-12.572127663722087
9041,", citing",-12.969525092978847,nite,-12.572198406063212
9042,", citing """,-12.969525092978847,~ *,-12.572256401764275
9043,", citizen",-12.969525092978847,* ~,-12.572256401764275
9044,", citizen greensboro",-12.969525092978847,mean indirect,-12.572278426727204
9045,", citizens",-12.969525092978847,like mean indirect,-12.572278426727204
9046,", citizens .",-12.969525092978847,like mean,-12.572278426727204
9047,", civilian",-12.969525092978847,we'd,-12.572285978794307
9048,", civilian shot",-12.969525092978847,seeing friends succeed,-12.572290638574852
9049,", civilians",-12.969525092978847,friends succeed,-12.572290638574852
9050,", civilians shot",-12.969525092978847,y'all blocking women,-12.572312191566947
9051,", class",-12.969525092978847,y'all blocking,-12.572312191566947
9052,", class ,",-12.969525092978847,blocking women,-12.572312191566947
9053,", class player",-12.969525092978847,there's just bassists,-12.572370127829611
9054,", clean heart",-12.969525092978847,just bassists,-12.572370127829611
9055,", cleaning water",-12.969525092978847,bassists,-12.572370127829611
9056,", clear",-12.969525092978847,"mess ,",-12.572372810841456
9057,", clear vegetation",-12.969525092978847,story ?,-12.572431173729365
9058,", clearest",-12.969525092978847,sub tweeted,-12.572435619045313
9059,", clearest reasons",-12.969525092978847,i've sub tweeted,-12.572435619045313
9060,", clearly fans",-12.969525092978847,i've sub,-12.572435619045313
9061,", clearly he's",-12.969525092978847,fuck tell,-12.57249938439568
9062,", click 8-9",-12.969525092978847,fuck fuck tell,-12.57249938439568
9063,", clickbait",-12.969525092978847,/ like,-12.572520572644647
9064,", clickbait ,",-12.969525092978847,weekend excited,-12.572553042813622
9065,", clicks",-12.969525092978847,dog weekend excited,-12.572553042813622
9066,", clicks untruthful",-12.969525092978847,dog weekend,-12.572553042813622
9067,", client's",-12.969525092978847,westside worst .,-12.572553708576642
9068,", client's communication",-12.969525092978847,westside worst,-12.572553708576642
9069,", climb",-12.969525092978847,westside,-12.572553708576642
9070,", climb .",-12.969525092978847,thing say,-12.572581974490163
9071,", climbed",-12.969525092978847,"piece shit ,",-12.572587763285743
9072,", climbed $",-12.969525092978847,thought :,-12.572597774227612
9073,", clinch",-12.969525092978847,crusty,-12.572604279609976
9074,", clinch spot",-12.969525092978847,"straight """,-12.572712863281572
9075,", clinton's",-12.969525092978847,tings,-12.572718475137503
9076,", clinton's lawyer",-12.969525092978847,really need friends,-12.572739835643922
9077,", clip",-12.969525092978847,you're fuckass .,-12.572768101007513
9078,", clip !",-12.969525092978847,you're fuckass,-12.572768101007513
9079,", clips",-12.969525092978847,fuckass .,-12.572768101007513
9080,", clips filming",-12.969525092978847,fuckass,-12.572768101007513
9081,", close",-12.969525092978847,: actually,-12.572773222118482
9082,", close friend",-12.969525092978847,catch .,-12.572787228795312
9083,", clue",-12.969525092978847,good luck,-12.572863215746946
9084,", clue ,",-12.969525092978847,nonbinary,-12.572864643213286
9085,", clutch",-12.969525092978847,backlash,-12.572869392385881
9086,", clutch .",-12.969525092978847,you're making blush,-12.572875183642315
9087,", cnn",-12.969525092978847,making blush,-12.572875183642315
9088,", cnn actually",-12.969525092978847,regret inform,-12.572904305913399
9089,", co-dependent",-12.969525092978847,girl gotta,-12.572916781520899
9090,", co-dependent '",-12.969525092978847,ages,-12.572920702675281
9091,", coaches",-12.969525092978847,furniture,-12.573011573361914
9092,", coaches ,",-12.969525092978847,bears aren't great,-12.573020493101994
9093,", coaches box",-12.969525092978847,bears aren't,-12.573020493101994
9094,", coaches supportive",-12.969525092978847,worded,-12.573082370122124
9095,", coaching",-12.969525092978847,""" feel like",-12.573141131066896
9096,", coaching staff",-12.969525092978847,jokes .,-12.573155717306758
9097,", cock",-12.969525092978847,you're staying past,-12.573167218050896
9098,", cock wakes",-12.969525092978847,you're staying,-12.573167218050896
9099,", cod",-12.969525092978847,staying past,-12.573167218050896
9100,", cod continue",-12.969525092978847,like guys,-12.573178086364123
9101,", codename",-12.969525092978847,rock .,-12.57318113281101
9102,", codename :",-12.969525092978847,queens,-12.573241171908785
9103,", cognitive",-12.969525092978847,fools day,-12.573249524235392
9104,", cognitive behaviour",-12.969525092978847,em multiple times,-12.573250407738428
9105,", cohen",-12.969525092978847,em multiple,-12.573250407738428
9106,", cohen ,",-12.969525092978847,just like people,-12.57325786830077
9107,", cohen .",-12.969525092978847,won't bother anymore,-12.57329218557993
9108,", cohen facebook",-12.969525092978847,bother anymore,-12.57329218557993
9109,", cohen spent",-12.969525092978847,"drink ,",-12.573352347295613
9110,", cohen's",-12.969525092978847,finally .,-12.573353515666087
9111,", cohen's attempts",-12.969525092978847,tip bro,-12.573377856976482
9112,", cold frozen",-12.969525092978847,fuck tip bro,-12.573377856976482
9113,", cold rubicon",-12.969525092978847,fuck tip,-12.573377856976482
9114,", collect",-12.969525092978847,feeling people,-12.573383685252582
9115,", collect paycheck",-12.969525092978847,you've listened,-12.573449294756266
9116,", collected",-12.969525092978847,. promise .,-12.573467162341016
9117,", collected cane",-12.969525092978847,😆,-12.573468256710003
9118,", collection",-12.969525092978847,tfw ur,-12.573513398390343
9119,", collection use",-12.969525092978847,shirt bought,-12.573566541107066
9120,", college",-12.969525092978847,know shirt bought,-12.573566541107066
9121,", college ,",-12.969525092978847,know shirt,-12.573566541107066
9122,", collude",-12.969525092978847,liberation,-12.573567705513964
9123,", collude illegals",-12.969525092978847,polyamory,-12.573568136095522
9124,", colours",-12.969525092978847,know talking,-12.57358280819819
9125,", colours say",-12.969525092978847,""" wtf",-12.57358897188421
9126,", come correct",-12.969525092978847,", continued",-12.573598387796132
9127,", come end",-12.969525092978847,really 😞,-12.573614605785888
9128,", come enjoy",-12.969525092978847,damn really 😞,-12.573614605785888
9129,", come life",-12.969525092978847,damn really,-12.573614605785888
9130,", come social",-12.969525092978847,damn ! !,-12.573625329963578
9131,", come —",-12.969525092978847,comedian,-12.573626040668673
9132,", comes gets",-12.969525092978847,really think,-12.573632495244748
9133,", comes uncomfortably",-12.969525092978847,@ poppin,-12.573680979967985
9134,", coming saturday",-12.969525092978847,... @ poppin,-12.573680979967985
9135,", coming wilderness",-12.969525092978847,prior,-12.5736901173724
9136,", comm",-12.969525092978847,respecting,-12.573703243586747
9137,", comm service",-12.969525092978847,punch face,-12.573705808324535
9138,", comment i'll",-12.969525092978847,i'm better,-12.573711217039403
9139,", comment pronouns",-12.969525092978847,really lazy,-12.573714762949258
9140,", comment tell",-12.969525092978847,popular tweet,-12.573735241648265
9141,", comment that's",-12.969525092978847,suffer,-12.57373808326635
9142,", comments '",-12.969525092978847,leaders,-12.573745982869886
9143,", commissioned",-12.969525092978847,rubber band,-12.57377165589539
9144,", commissioned officers",-12.969525092978847,child ?,-12.573795405986235
9145,", commit",-12.969525092978847,ride .,-12.57381260941889
9146,", commit brazen",-12.969525092978847,tricked,-12.573834319997895
9147,", committed",-12.969525092978847,loose mind,-12.573887273282262
9148,", committed improving",-12.969525092978847,i'm loose mind,-12.573887273282262
9149,", community events",-12.969525092978847,i'm loose,-12.573887273282262
9150,", company maintain",-12.969525092978847,saying you're,-12.573923697584387
9151,", comparing beyoncé",-12.969525092978847,stop worrying,-12.57396500159693
9152,", comparing sourced",-12.969525092978847,depend,-12.5739734542129
9153,", compassionate president",-12.969525092978847,hate playing,-12.573974371975883
9154,", competence",-12.969525092978847,"peers ,",-12.574056328843886
9155,", competence career",-12.969525092978847,"crying ,",-12.57413412100164
9156,", competenceto",-12.969525092978847,water .,-12.57416383750759
9157,", competenceto handle",-12.969525092978847,pads,-12.574164355475574
9158,", competent",-12.969525092978847,pundit,-12.574178509017694
9159,", competent ,",-12.969525092978847,single looking btw,-12.57423749323138
9160,", complain taxes",-12.969525092978847,single looking,-12.57423749323138
9161,", complete solarium",-12.969525092978847,looking btw,-12.57423749323138
9162,", completed",-12.969525092978847,. point,-12.574305582094295
9163,", completed test",-12.969525092978847,daily struggle,-12.574315688514094
9164,", completely ?",-12.969525092978847,just randomly,-12.574315774795718
9165,", concede",-12.969525092978847,today -,-12.574330586807886
9166,", concede ,",-12.969525092978847,you're great,-12.574349839126992
9167,", conclude",-12.969525092978847,tag i'm yellow,-12.574351659415415
9168,", conclude antifa",-12.969525092978847,tag i'm,-12.574351659415415
9169,", concludes",-12.969525092978847,i'm yellow,-12.574351659415415
9170,", concludes ...",-12.969525092978847,speakers,-12.574375630038064
9171,", condom",-12.969525092978847,status :,-12.57437708930236
9172,", condom ,",-12.969525092978847,current status :,-12.57437708930236
9173,", conference",-12.969525092978847,current status,-12.57437708930236
9174,", conference presentation",-12.969525092978847,oomf hot,-12.574399414659101
9175,", confirm",-12.969525092978847,damn oomf hot,-12.574399414659101
9176,", confirm /",-12.969525092978847,damn oomf,-12.574399414659101
9177,", confront",-12.969525092978847,! *,-12.574408696605817
9178,", confront .",-12.969525092978847,annoying ! !,-12.574433361077356
9179,", confuses",-12.969525092978847,mixed,-12.57445319863542
9180,", confuses twitter",-12.969525092978847,tendency,-12.574462290441598
9181,", congestion",-12.969525092978847,whispering,-12.574468488034437
9182,", congestion &",-12.969525092978847,. dm,-12.574503510616072
9183,", congratulate",-12.969525092978847,makes plans,-12.574509950315326
9184,", congratulate automaker",-12.969525092978847,😑 😑 😑,-12.57454465620015
9185,", congratulations",-12.969525092978847,don't remember,-12.574613573650215
9186,", congratulations patient",-12.969525092978847,lmfao kids lost,-12.574656633564587
9187,", congratulations recipients",-12.969525092978847,lmfao kids,-12.574656633564587
9188,", consequence",-12.969525092978847,kids lost,-12.574656633564587
9189,", consequence .",-12.969525092978847,"fandom ,",-12.574667882560343
9190,", conservative",-12.969525092978847,that's lol,-12.574676553941364
9191,", conservative mentor",-12.969525092978847,. that's lol,-12.574676553941364
9192,", consider fault",-12.969525092978847,pronounced ? idea,-12.57468843458302
9193,", consider paying",-12.969525092978847,pronounced ?,-12.57468843458302
9194,", consider sending",-12.969525092978847,? idea,-12.57468843458302
9195,", consider speaking",-12.969525092978847,little .,-12.574707800881079
9196,", consider using",-12.969525092978847,guess i'm just,-12.574727013395307
9197,", considering",-12.969525092978847,life right,-12.57474042459063
9198,", considering brother",-12.969525092978847,tasting,-12.574773458634251
9199,", consisted",-12.969525092978847,adults .,-12.574782885697566
9200,", consisted delicious",-12.969525092978847,day like,-12.574854913026291
9201,", console",-12.969525092978847,", taking",-12.57485544221373
9202,", console )",-12.969525092978847,annoying don't,-12.574858761421691
9203,", conspiracy",-12.969525092978847,wanna u,-12.57486012538573
9204,", conspiracy charge",-12.969525092978847,"nigga ,",-12.574871326656343
9205,", constitutes",-12.969525092978847,insults,-12.57487562279973
9206,", constitutes campaign",-12.969525092978847,' cause,-12.574968349321153
9207,", content",-12.969525092978847,rushing little bit,-12.574995923741875
9208,", content &",-12.969525092978847,rushing little,-12.574995923741875
9209,", content .",-12.969525092978847,good old fashioned,-12.575002360815903
9210,", continues",-12.969525092978847,leaving house,-12.575060290222327
9211,", continues world",-12.969525092978847,goat cheese,-12.575061804708316
9212,", continuing",-12.969525092978847,self-insult .,-12.575076760576318
9213,", continuing pee",-12.969525092978847,self-insult,-12.575076760576318
9214,", continuous",-12.969525092978847,best self-insult .,-12.575076760576318
9215,", continuous awareness",-12.969525092978847,best self-insult,-12.575076760576318
9216,", contractors",-12.969525092978847,really just like,-12.575091226860064
9217,", contractors /",-12.969525092978847,oppose,-12.575111202780906
9218,", contrast",-12.969525092978847,people text,-12.575120077913644
9219,", contrast ,",-12.969525092978847,stubborn ?,-12.575131797385879
9220,", contributor",-12.969525092978847,boys stubborn ?,-12.575131797385879
9221,", contributor article",-12.969525092978847,boys stubborn,-12.575131797385879
9222,", control",-12.969525092978847,soccer,-12.575175051796137
9223,", control career",-12.969525092978847,girl barely 🤣,-12.575187389646231
9224,", controlled",-12.969525092978847,girl barely,-12.575187389646231
9225,", controlled ,",-12.969525092978847,barely 🤣,-12.575187389646231
9226,", controlled fight",-12.969525092978847,cough cough *,-12.57519600175952
9227,", convention",-12.969525092978847,cough cough,-12.57519600175952
9228,", convention attendance",-12.969525092978847,* cough cough,-12.57519600175952
9229,", converted",-12.969525092978847,"! "" ~",-12.575211001372288
9230,", converted question",-12.969525092978847,i'll buy,-12.575215407332642
9231,", convince",-12.969525092978847,2 minutes,-12.575238163283462
9232,", convince people",-12.969525092978847,year i'm,-12.575254967501047
9233,", convinced",-12.969525092978847,wasn't just,-12.575404181484874
9234,", convinced .",-12.969525092978847,don't think i've,-12.575407305509888
9235,", cook food",-12.969525092978847,you're truly,-12.575430318808152
9236,", cook tray",-12.969525092978847,>:(,-12.575437282557727
9237,", cooks",-12.969525092978847,stranger things,-12.575492056867906
9238,", cooks .",-12.969525092978847,theology,-12.57550629366238
9239,", cool things",-12.969525092978847,whine,-12.57552105225339
9240,", cops",-12.969525092978847,... life,-12.575531902361561
9241,", cops anti-blackness",-12.969525092978847,walls,-12.575540913480236
9242,", cops say",-12.969525092978847,school .,-12.575562717952362
9243,", cops sign",-12.969525092978847,want right,-12.5756050807629
9244,", copy",-12.969525092978847,don't listen,-12.575611436686218
9245,", copy send",-12.969525092978847,it's bad .,-12.57563847502995
9246,", corners",-12.969525092978847,just admit,-12.575673866111007
9247,", corners ,",-12.969525092978847,ikea,-12.575687612924046
9248,", cosby",-12.969525092978847,underestimate,-12.575716045057243
9249,", cosby refused",-12.969525092978847,dipshit,-12.57574996917924
9250,", couldn't fuck",-12.969525092978847,sense humor .,-12.575830568099317
9251,", couldn't happier",-12.969525092978847,tongue wanna eat,-12.575858849719696
9252,", couldn't help",-12.969525092978847,tongue wanna,-12.575858849719696
9253,", country ,",-12.969525092978847,character .,-12.575861539963594
9254,", country doesn't",-12.969525092978847,js fuck that's,-12.575868176880626
9255,", country ostensibly",-12.969525092978847,js fuck,-12.575868176880626
9256,", courage",-12.969525092978847,fuck that's,-12.575868176880626
9257,", courage goes",-12.969525092978847,psa .,-12.575870067785944
9258,", course immediately",-12.969525092978847,bitch block,-12.575870609243735
9259,", cover blankets",-12.969525092978847,o w,-12.575918640971423
9260,", cover chic",-12.969525092978847,cause like,-12.575922780277349
9261,", cover-up",-12.969525092978847,tuesday,-12.57593459195736
9262,", cover-up lies",-12.969525092978847,spontaneous life,-12.576002732698035
9263,", covered",-12.969525092978847,need spontaneous life,-12.576002732698035
9264,", covered spicy",-12.969525092978847,need spontaneous,-12.576002732698035
9265,", covers",-12.969525092978847,. bless .,-12.576006068727063
9266,", covers 12k",-12.969525092978847,", learn",-12.576056781356602
9267,", coward",-12.969525092978847,alright everyone's doing,-12.576097021393391
9268,", coward .",-12.969525092978847,alright everyone's,-12.576097021393391
9269,", cowards",-12.969525092978847,roles,-12.576113124396866
9270,", cowberus",-12.969525092978847,numb,-12.576116093120719
9271,", cowberus ?",-12.969525092978847,person met,-12.576151699006344
9272,", cox",-12.969525092978847,dramatic person met,-12.576151699006344
9273,", cox better",-12.969525092978847,dramatic person,-12.576151699006344
9274,", craftable",-12.969525092978847,self-loving time,-12.576155580434646
9275,", craftable +",-12.969525092978847,self-loving,-12.576155580434646
9276,", cramping",-12.969525092978847,it's self-loving time,-12.576155580434646
9277,", cramping hurting",-12.969525092978847,it's self-loving,-12.576155580434646
9278,", creaking",-12.969525092978847,girl annoying heck,-12.576194148007009
9279,", creaking ominously",-12.969525092978847,girl annoying,-12.576194148007009
9280,", cream",-12.969525092978847,annoying heck,-12.576194148007009
9281,", cream cheese",-12.969525092978847,insects force .,-12.576214872473953
9282,", create ...",-12.969525092978847,insects force,-12.576214872473953
9283,", creating",-12.969525092978847,insects,-12.576214872473953
9284,", creating hostile",-12.969525092978847,did fool's joke,-12.576229267626466
9285,", creating jobs",-12.969525092978847,did fool's,-12.576229267626466
9286,", creative",-12.969525092978847,people sub tweet,-12.57623703436098
9287,", creative arts",-12.969525092978847,ugly inside,-12.576244392478173
9288,", creator universe",-12.969525092978847,beautiful ugly inside,-12.576244392478173
9289,", creator's",-12.969525092978847,beautiful ugly,-12.576244392478173
9290,", creator's discography",-12.969525092978847,ways know,-12.5762462995575
9291,", credibility",-12.969525092978847,source ways know,-12.5762462995575
9292,", credibility coming",-12.969525092978847,source ways,-12.5762462995575
9293,", creds",-12.969525092978847,fursona ;,-12.576256984058345
9294,", creds :",-12.969525092978847,don't fursona ;,-12.576256984058345
9295,", creek",-12.969525092978847,don't fursona,-12.576256984058345
9296,", creek near",-12.969525092978847,adorable,-12.576264733703727
9297,", creepy",-12.969525092978847,it's rude,-12.576280172962957
9298,", creepy .",-12.969525092978847,human rights,-12.576338430769129
9299,", cried innocent",-12.969525092978847,waiting attention,-12.576356655002286
9300,", crime",-12.969525092978847,rn waiting attention,-12.576356655002286
9301,", crime use",-12.969525092978847,rn waiting,-12.576356655002286
9302,", cringe",-12.969525092978847,there's gotta,-12.576386366670397
9303,", cringe .",-12.969525092978847,happy life,-12.576438095094614
9304,", cristiano",-12.969525092978847,brexit,-12.576467560959674
9305,", cristiano ronaldo",-12.969525092978847,threads .,-12.576477325465229
9306,", critically",-12.969525092978847,mute threads .,-12.576477325465229
9307,", critically wounded",-12.969525092978847,mute threads,-12.576477325465229
9308,", criticized",-12.969525092978847,oh crying loud,-12.576481037087014
9309,", criticized metaphysics",-12.969525092978847,oh crying,-12.576481037087014
9310,", croquetas",-12.969525092978847,crying loud,-12.576481037087014
9311,", croquetas ,",-12.969525092978847,taking steps life,-12.576503981124763
9312,", crossing",-12.969525092978847,taking steps,-12.576503981124763
9313,", crossing wrong",-12.969525092978847,steps life,-12.576503981124763
9314,", crowd",-12.969525092978847,reallly,-12.576504574126771
9315,", crowd reacted",-12.969525092978847,j trash,-12.576535284420476
9316,", crying wolf",-12.969525092978847,damn j trash,-12.576535284420476
9317,", crypto",-12.969525092978847,damn j,-12.576535284420476
9318,", crypto 0",-12.969525092978847,women insane,-12.576650312114484
9319,", ct",-12.969525092978847,bro women insane,-12.576650312114484
9320,", ct representing",-12.969525092978847,bro women,-12.576650312114484
9321,", cubs",-12.969525092978847,talking girl,-12.576662695330487
9322,", cubs lead",-12.969525092978847,irrationally,-12.576663652800358
9323,", culture ,",-12.969525092978847,try act,-12.57672219054424
9324,", curated",-12.969525092978847,tweets ugh,-12.576733584795255
9325,", curated playlist",-12.969525092978847,quality tweets ugh,-12.576733584795255
9326,", curiosity",-12.969525092978847,word (,-12.57675970982931
9327,", curiosity decided",-12.969525092978847,people entitled fucks,-12.576763209348547
9328,", current",-12.969525092978847,people entitled,-12.576763209348547
9329,", current eq",-12.969525092978847,entitled fucks,-12.576763209348547
9330,", currently",-12.969525092978847,purchase .,-12.576791587929451
9331,", currently tapped",-12.969525092978847,blame purchase .,-12.576791587929451
9332,", curry",-12.969525092978847,blame purchase,-12.576791587929451
9333,", curry (",-12.969525092978847,substitute,-12.576823247826576
9334,", cursed",-12.969525092978847,. clearly,-12.576839854039116
9335,", cursed game",-12.969525092978847,log 😂,-12.576853183689847
9336,", custom",-12.969525092978847,dude log 😂,-12.576853183689847
9337,", custom embroider",-12.969525092978847,dude log,-12.576853183689847
9338,", customers",-12.969525092978847,hanging ?,-12.576853335178983
9339,", customers design",-12.969525092978847,immaturity thing stand,-12.576859918271822
9340,", cut",-12.969525092978847,immaturity thing,-12.576859918271822
9341,", cut piece",-12.969525092978847,proud alcoholism,-12.57690016696853
9342,", cute ,",-12.969525092978847,i'm proud alcoholism,-12.57690016696853
9343,", cutlery",-12.969525092978847,alcoholism,-12.57690016696853
9344,", cutlery .",-12.969525092978847,mad ?,-12.576946437087615
9345,", cyber",-12.969525092978847,big fucking,-12.576951526866939
9346,", cyber girl",-12.969525092978847,snake .,-12.576955909389127
9347,", d",-12.969525092978847,you're tired,-12.57696722027518
9348,", d *",-12.969525092978847,fucking square,-12.576979162113114
9349,", d confused",-12.969525092978847,little self awareness,-12.576981833722229
9350,", dad's",-12.969525092978847,little self,-12.576981833722229
9351,", dad's parents",-12.969525092978847,"jokes ,",-12.577000468339154
9352,", daily",-12.969525092978847,u hunty !,-12.577023264029446
9353,", daily basis",-12.969525092978847,u hunty,-12.577023264029446
9354,", damn lies",-12.969525092978847,hunty !,-12.577023264029446
9355,", dance",-12.969525092978847,hunty,-12.577023264029446
9356,", dance &",-12.969525092978847,hello captain !,-12.577025946214464
9357,", dancers",-12.969525092978847,hello captain,-12.577025946214464
9358,", dancers ️",-12.969525092978847,captain !,-12.577025946214464
9359,", dancing days",-12.969525092978847,news :,-12.577069934948911
9360,", dangerous",-12.969525092978847,like 2,-12.577085350668579
9361,", dangerous transport",-12.969525092978847,save life,-12.577103850672072
9362,", dare",-12.969525092978847,start look,-12.577128823054874
9363,", dared",-12.969525092978847,outlet,-12.577141720298815
9364,", dared explore",-12.969525092978847,beats,-12.57714494639761
9365,", dark .",-12.969525092978847,rocking,-12.577162964775438
9366,", darlings",-12.969525092978847,sleepy,-12.577213374982422
9367,", darlings .",-12.969525092978847,friends !,-12.577245439276593
9368,", darty",-12.969525092978847,celery,-12.577269584536499
9369,", darty ?",-12.969525092978847,just simple,-12.57730718868195
9370,", dates",-12.969525092978847,ignore texts,-12.57734399555123
9371,", dates theme",-12.969525092978847,g .,-12.577402524182594
9372,", daughter-fucking",-12.969525092978847,tiddy,-12.577411561971267
9373,", daughter-fucking asshat",-12.969525092978847,need people,-12.577482037999998
9374,", daughters",-12.969525092978847,i'm assuming,-12.577492059695292
9375,", daughters ,",-12.969525092978847,tapestry,-12.577495680591
9376,", day .",-12.969525092978847,like need,-12.577578419764013
9377,", day ?",-12.969525092978847,"god """,-12.577611412172134
9378,", day guys",-12.969525092978847,""" god """,-12.577611412172134
9379,", day honestly",-12.969525092978847,kids talk,-12.577633171079661
9380,", day passing",-12.969525092978847,"said , """,-12.577640072996259
9381,", day sigma",-12.969525092978847,like people leave,-12.577680643184454
9382,", days """,-12.969525092978847,revolutionary,-12.577692435032922
9383,", days think",-12.969525092978847,people snapchat,-12.577711599027374
