,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
1960,luvdlots,@CalistaCarterrr I already know so you don’t gotta subtweet me 🙄,949506580730597377,CalistaCarterrr,Oomf don't know it yet but we're getting married 👀,949506302903975938
1961,VlTALlZE,@MercyTheJoke What a subtweet,949506149207900161,MercyTheJoke,Need a good anchor and I’m set,949502477635932161
1962,Sd35,@scottyarms @JosieGrosie15 subtweet bitch,949505234228801536,scottyarms,Same people not feeling #Filthy weren’t ready for Sexy Back either. Now it’s in their top five.,949161743976157189
1963,REALDavidFine,@hockeydriver @Bush39 don’t want a subtweet here Bobby rockets,949505184501297153,hockeydriver,Just heard about a fan complaing about not getting a bobblehead tonight. I would only complain if it was a Boosh bobblehead.,949502034822262784
1964,pow3rpuffsama,@SakakiIsCute is this a subtweet,949503828373770240,SakakiIsCute,I get so JEALOUS and depressed when I see friends tweeting about having fun at an anime con together!!,949503681497624576
1965,sawamorons,@ekstermi how many times can i make peace subtweet me in one day: a novel,949503382267580421,ekstermi,"I HAD THE HIGHEST PITCH ""SISIIII"" AT THAT GAGTAG YOU ARE SO!!!!",949502612025593856
1966,ambermmaarriiee,"@itsEricbruhh A.k.a me y’all it’s a subtweet, &amp; it’s also sense*",949500362192384000,itsEricbruhh,Some people just make 0 cents,949500177454317570
1967,bakesale77,@PerryShall subtweet much?,949500312003534850,PerryShall,It's so interesting to me that nobody is more handsome than Columbo.,949497531138002944
1968,RyanScottGraham,@MadballMoshCall @treytheruler Deep subtweet.,949498673762795521,treytheruler,the best album design in the world isn’t going to change how the music sounds on the record,949433381405655040
1969,K4R4TM,@utMirza This a subtweet to all the weird music I listen to? #bouttocatchthesehands,949498443038371840,utMirza,Yeah and I’m the weird one that listens to all kinds of music?,949496037730758662
1970,Sallymencer,@WorstDarkraiN8 Massive subtweet***,949497491489280000,WorstDarkraiN8,"Subtweet here, if someone hates a game you enjoy ignore them. Them not enjoying a game you like doesn't effect how much you enjoy it",949497295644569602
1971,jamesfeigenbaum,@SarahCohodes This is a very tough AEAs subtweet...,949492358885888000,SarahCohodes,"Things that are amazing in Florida: roads, free parking, not zero degrees. Not so amazing: room service, room service wine.",949454308688441345
1972,noteon,"@adampknave This is a subtweet, isn't it.",949489781955850240,adampknave,Not everything is a reference to something else.,949489259378982912
1973,grimmreaps,"@Italian_Rach At her, don’t just subtweet her lol",949487702654836736,Italian_Rach,There's a grandma sitting next to me that just put a filter on a picture of the plane that she's texting. Millenials are the problem how?,949485022486192128
1974,tanzeli_a,@PipeGodBrek Nice subtweet. I never said I was gonna buy from rockbottom. I just was surprised at the price your charging.,949486939769589760,PipeGodBrek,People unhappy with my rates saying they’re gonna buy from rock bottom instead lol. Don’t they charge $10 per?? Y’all trippin.,949486467407122432
1975,proximitybomb,"@Misa___i Aray it happens rarely but sometimes you don't reply like not subtweet, you just do a normal tweet and it… https://t.co/oB6ONfQxJs",949483813054201856,Misa___i,Thank you!!! . Yes. Im the eldest. Its a curse and a blessing at the same time. 😂,949151947373862912
1976,rinariinrin,@smolchika Is this a subtweet,949477168710483969,smolchika,let me finish the game leave me alone pineapple boy,949476731760627714
1977,madwiin,@Sean__Cao bitch are you trying to subtweet me,949475771617366016,Sean__Cao,"to the people who don’t know the rules of sports, when you’re at a game watching... what goes through your head the whole time??😂",949473880699269120
1978,deanelazab,@SuperKawaiiDesu Fucking subtweet,949474515574247424,SuperKawaiiDesu,Lmao someone asked me if I was amane,949448809951760391
1979,fateempathy13,@sirensaysnope Dont u dare subtweet my mom😤,949472731317264385,sirensaysnope,"*reads your tweet 

You misspelled two faced, conniving, spastic slut",949472025206239232
1980,Hexatheon,@doseofpercocets is this a drybones’ followers subtweet,949468601916035072,doseofpercocets,"As soon as drybones appears the retards congregate. 

It is known.",949467451699449856
1981,togwrlp,"@spacefunkyarp is this a subtweet of leit, also it's probably because he thinks it's probably uh comedic since he o… https://t.co/XoZFmns81t",949464008205070337,spacefunkyarp,"why would watch devilman with your family
there are many boobers",949463393941024768
1982,makoefforts,@citadelofswords @surrealisttrees Did he delete the subtweet,949459006619254785,surrealisttrees,what IS going down with crit role what is this tell me the drama,949441122002198528
1983,303toNYC,@mattzollerseitz why you gotta subtweet moon pie like that?,949458319546179584,mattzollerseitz,"OK, I think it might be time for everybody to cool it with the sassy corporate Twitter accounts.",949456820099305472
1984,tresal71,@StaceyinSpacey Is this a subtweet to Michelle again!?!?!?,949457772814401536,StaceyinSpacey,Look what she started posting her nasty porn.,949457422967496704
1985,no_cca,@Lyssiaaa_ Bish don’t subtweet me 😂,949455239853297664,Lyssiaaa_,"Rebekah out here tweeting her lingerie wish list, Jesus 😂😩",949450268378361857
1986,annakaplann,@emmachambie that was a subtweet,949454681042014209,emmachambie,facetune is dead stop w that shit,949450700164968449
1987,SoraKingdomKey3,@FirlowXD Why you gotta subtweet me like this https://t.co/Fk2ZZzqByz,949453266231988224,FirlowXD,"I don't think some of y'all know what ""open world"" means, and think a sandbox or something is open world. Mario Oddysey isn't open world.",949453120492462080
1988,Flexosteron45,@ichbinBanksy Cansu subtweet?,949452698662957057,ichbinBanksy,"Schlimmste wenn frauen denken ihre fetten oberschenkel sind durchtrainiert

NEIN DIE SIND EIFACH NUR FETT",949452060617003008
1989,madylame,@evanbarnes38 is this a subtweet to bean?,949451168501108736,evanbarnes38,"She pushed me to be more strange than I already was, but who do I have to thank for that?",949445848223703040
1990,Raeocchipinti,@SageEnglish Is this a subtweet,949449719356456961,SageEnglish,WHEN THE DARK SKIN NIGGA FROM CAPTAIN PHILLIPS SAID “IM THE CAPTAIN NOW” .... I FELT THAT,949449517132402689
1991,ohaisharaine,@derekngo_ @XSkonseng 🙄 i didn’t think this was about me lol it’s just if you gonna subtweet.. @,949436930512449536,derekngo_,People that get butthurt over pay to win games are broke and mad that they suck and have no chance of unlocking something they want 🤔,949381395180273664
1992,ImNotBelgian,@neilsonii in all my life I have never seen anyone successfully subtweet themselves....until now,948705415046541312,neilsonii,"2018 is the year to turn the empty platitude ""we should hang out"" to actually hanging out",948620268381057024
1993,twinkleyumasi,@dar_dafleek Lmaoo ur first subtweet?,948703955391049728,dar_dafleek,Sis is really playing games.. she allowed me to follow her and she just neglected to follow me back.,948702880328019968
1994,queentuffff,"@BrendynMorgan I see you + I love that u aren’t playing w/them, whoever they are......subtweet on, sweetie https://t.co/4J3Ox7G15t",948703634388340736,BrendynMorgan,I hope you know I don't have feelings for you. This is a blanket tweet for all you dirty bitches.,948685563317686272
1995,kwrxth,@GM67_ Because you subtweet me all the fucking time,948702767002144769,GM67_,Kay is actually the biggest nerd I’ve ever spoken to,938113758542684162
1996,marzomo_,@myiahtheposhg Ima subtweet you shit,948695223848271872,myiahtheposhg,Lmao aye y’all got to stop quoting me n retweeting me I’m tryna stay lowkey,948693264953200646
1997,G59Terrorista,@Homossindschwul subtweet an yannik?,948689205504421888,Homossindschwul,"Leute, die E-Zigaretten rauchen sind auch nur so Almans, die sich nicht trauen, richtige Zigaretten zu rauchen.",948688911206879232
1998,airplanemcde,@sugacoatedkook btw you cant subtweet me anymore bc i have your notifications turned on 😤,948688977724309505,sugacoatedkook,I TOTALLY don't have a folder of Nick's selfies.,948688411350757376
1999,_theycallmetrey,@__sassy_ass Me catching this subtweet like https://t.co/j2pk6smP4I,948687987394646016,__sassy_ass,oomf could change my opinion on being ate,948687086625939457
2000,DellSzn,@iTuxie lmaooo what my subtweet said?,948687466223013888,iTuxie,I prefer being ignored tbh. Like just leave me alone 🙂🙂🙂,948685291870711808
2001,courtneyjordinp,@mmakowski11 That was the biggest subtweet towards me and I don’t like,948685801986183170,mmakowski11,I don’t think ppl fully realize how awkward I am lol,948668179320070150
2002,annacross75,@apowell_28 @kenadie_danelle At least I’m adult enough to not subtweet people😊,948684014906478594,kenadie_danelle,Iowa isn’t good enough for some people I guess,948627079763021824
2003,itsnicolebtw,@_eyeliketacos Cough cough ---- subtweet to someone we both know,948683472641675264,_eyeliketacos,miss me with that devils advocate shit. not everything needs to be rationalized when someone is venting about how they feel about something,948374996895739904
2004,jamieotsa,@laurasnapes I wish you wouldn't subtweet me so openly...,948681756688965635,laurasnapes,I’ve deleted four bad 2018 albums from my iTunes already today.,948579225388318720
2005,JakeFromDelavan,@Zack_Higgins5 it's amazing that you would subtweet and think that the mob wouldn't just move over here.,948680451874541568,Zack_Higgins5,It’s amazing how fucking heated white sox fans get,948662158275088385
2006,sickenoughsteve,@joeymezz is this a subtweet aimed at your new coworkers?,948680069697888256,joeymezz,"Is ""Let's take this offline"" the most overused/trash business meeting phrase?",948678301953933312
2007,angeIgirIfriend,@jamielarter__ @sleepydudette 🤕 is this a subtweet,948677392372924421,jamielarter__,I dont care about your fucking sleeping pattern,948410061411487745
2008,KollinLitke,@Ricci2910 subtweet me one more time and I’m driving to ur house to play monopoly,948676747654041600,Ricci2910,No worse feeling than having a lot to say to someone you can’t talk to,948578665721458688
2009,Jezuz_Izaiaz,"@_dxmi I see the subtweet, I see it.",948674979046023168,_dxmi,You were always a shitty friend.,948508590624690176
2010,stugosaurus,"@CrickMoneyBaby i see this subtweet and im warning you that i have enough grampy related dirt on you to turn ur life upside down, buddy",948674322910105600,CrickMoneyBaby,imagine like moving away from saint john but religiously watching Seadogs webcasts,948644792245813249
2011,xL_ous,@GeneticZeph @ me if you wanna subtweet me,948673145849999367,GeneticZeph,to many snakes on here its kinda mad,948672989184348161
2012,Jordi_Creed,"@BenBassett97 You watch, sometime within the next week ima subtweet you",948669997458644992,BenBassett97,"Subtweets are the shit, man can tweet like ‘yeah choke on your yum yum bitch’ and I’ll be self conscious buying my next Greggs yo",948653095856345088
2013,FeaturingMe,@IYZBehardien @0chillgirl @salt_maamz She's subtweeting me bruh. Relax and stay in your lane. I caught the subtweet,948668902413930496,0chillgirl,"Lemme just hit you up with a fact here:

Us females? Y’all lying ass males don’t deserve us.",948641701110976512
2014,ginascrocca,@_Rae_Dev This is the subtweetiest subtweet I’ve ever seen,948668728971063299,_Rae_Dev,"If you’re trying to drive me insane..

Congratulations you’re fucking succeeding",948668564093001729
2015,Tan_OD,"@poornabell Did you just subtweet me, fucker? (Still trying out new nicknames.) xxx",948663472212062208,poornabell,Not a fan of these pass-agg Instagram/Twitter profile statuses 'I don't reply to DMs' ALRIGHT SUSAN WE GET IT YOU'RE BUSY,948655628469153792
2016,_Christineie_,@AtAlexeddy Don't subtweet my cats 😫😫😫😫,948659539313913856,AtAlexeddy,When I thought these cats couldn’t get badder I caught one eating my tator tots. Smh,948658658031923200
2017,_kaylabarrett50,@logan_williams5 Pls don’t subtweet me. That shits just enough to piss me off..,948658156653162497,logan_williams5,Please dont say “lol” or “lmao” that shits just enough to piss me off..,948654558179483648
2018,trinidadchainz,@JoseLothario real big subtweet to entire of europe,948655104982507520,JoseLothario,Listen you are all fucking insane if you think I'm watching wrestling at 1 AM in the morning,948653779850678272
2019,DJClammyHands,@DEERFOUNTAIN Is this a subtweet about hating Jews?,948652862606888960,DEERFOUNTAIN,"my mother: would you like any smoked salmon on rye toast?

me eating takis &amp; banana in bed: no",948650622143815680
2020,___aali,@TheeOnlyOciera why would someone subtweet u over a giveaway ..,948652229677821952,TheeOnlyOciera,"Stop entering my giveaways if you’re just going to make fake accounts to sub me about what I’m doing, peasant.",948600561741586432
2021,AFC_Cameron,"@YankeeGunner Look, I know you told me “emergencies only” when you gave me your cell phone #, but please don’t subtweet me like this...",948651055591682048,YankeeGunner,That’s a fucking horrible call,948650667404660736
2022,Soultrain_Inc,@_ToriBolton Are you subtweet hitting on me?,948650950415323137,_ToriBolton,anyone trying to listen to music and watch the meteor shower through my sun roof tonight?,948620248042934272
2023,retraCtheDJ,@HoodlumRosea Don't subtweet me like that,948650621380390912,HoodlumRosea,Aye remember when you niggas would smoke weed and listen to pro e*a and Flatbush and think yall woke ya third eye lmao,948648100683423744
2024,cchuloxg,@MoneyTeamReese dont subtweet reese 🤨,948650621141508098,MoneyTeamReese,How is someone yo Bestfriend if they talk down about you 💀💀,948630458631446529
2025,MENAGfCrusade,@FascistTendency Who is this a subtweet of?,948649806217453568,OrthodoxAlmond,I will never be horny on main,948649697295597570
2026,kbeccaandrews,"@MichaelMechanic “subtweet""",948643651340582912,MichaelMechanic,"I love how, in work meetings, people now say ""let's talk about this offline,"" when what they mean is precisely the opposite.",948620252304228352
2027,laurenncainn,@_juliamann_ Is this a subtweet,948637006212616193,_juliamann_,I really don’t think anyone understands how busy i am 🙃,948635287147761664
2028,gillianyobbi,@aleena_yobbi Did you just subtweet Dad?,948632552360808449,aleena_yobbi,"“My tire is flat.”

“Oh, so it’s flat on the bottom?” 

🤔 no it’s round on the bottom and flat on top.",948614415443812353
2029,xhorsechestnutx,@jonfavs the mcconnell subtweet just about ended me,948631288625401857,jonfavs,Today’s Bannon episode is much more entertaining than last night’s Global Nuclear Annihilation episode.,948625957757202432
2030,aSpaceCadette,@nebel_gewehr good subtweet,948627193848123400,nebel_gewehr,a girl can be a boyfriend too,948627028701364224
2031,DouglasMcOtter,@AutisticGondola @drugsgunshentai this subtweet was uncalled for,948625913931091968,AutisticGondola,"""New Year New Me"" miss me with that bullshit you still ugly hoe",948625526754656261
2032,swavey_orlando,@tj4de Don’t subtweet me punk😂💀,948625630031065088,tj4de,Idk why y’all be sending me my own tweets like i know what i said and I’m not taking it back 😊,948624376915640321
2033,benjaminjackson,@earthdistance Is this a Bannon subtweet,948623576424468481,earthdistance,Throwing my furbies at the wall because somebody upset me at playschool,948596405601538049
2034,liquideasy,@dude_eBay subtweet me even tho im not in ny,948618711015059458,dude_eBay,“That annoying kid who wears raf” describes a lot of the NY fashion demographic,948592652320112641
2035,veryonlinebrett,"@annevclark Don't subtweet the mooch, he has nothing but time on his hands and will read this.",948616676786008064,annevclark,"Mind blowing fact of the day: someone can be famous, politically powerful, and wealthy and still not be any smarter than you are.",948610836037361664
2036,Granddad_Sr,@metasynchronic Vicious subtweet about my disdain for Bright. smhsmh,948616646842880001,metasynchronic,Sooo sooo sooo very tired of all the people #onhere who are just throwing opinions out into the wind.,948616221984931840
2037,justkelly_ok,@anildash @fascinated @max_read I think this might be a subtweet about me TBH and sorry but still proud,948614565155123200,max_read,bragging that youve been blocked by someone is not cool imho,948565161123737602
2038,Casey_CAC,"@svbowlin @Kristen_Arnett @alexbtanner And here I was thinking that 2018 was the year of the subtweet compliment, l… https://t.co/qnfG56VHU2",948612682458058753,svbowlin,"I'd like to read a realllllllllly good, weird novel set in Florida.",948597938149822465
2039,paintmyparadise,@finkployd98 OK thnx for subtweet,948612587012452355,finkployd98,no I dont friends(nakes),948611213990252546
2040,highimmeghan,@QuinnSchleimer Lmao subtweet???,948611114140602369,QuinnSchleimer,"Grand Prix should not have remote start, 60% of them you rev to rev on start up just to keep them going.",940447373603627008
2041,PhillyPartTwo,@phillywx I feel like this is a subtweet directed at me lol,948609578731794433,phillywx,"Welp, for those wanting more snow for city points north and west. Trend has been your friend so far at 12z",948597705751875585
2042,2Fast2Finkel,@iraksa_s just call her subtweet sab,948606841633853440,iraksa_s,Please cover ur mouths when coughing plzzzpzllzlllzllz just a reminder yes,948605011088551937
2043,dmoff88,@miKAYla_46 i’ve learned that you subtweet some guy at least 3 times per week,948606310098112512,miKAYla_46,"i’ve learned that waiting around for a guy who talks to 5 girls at once, thinking he’s going to change, is 100% not worth your time",948454115599937537
2044,EvanrlLoL,@ClydeBotLoL Clyde let's not subtweet in 2018 :),948606207840931840,ClydeBotLoL,"hey whoever i gave support to in solo q, pls dont lose lane to randoms after i give u my role",948605678045876225
2045,EmilyBurns1,"@yoshi_fuerte Don't you subtweet me, mister.",948601237854982144,yoshi_fuerte,"TFW someone is sick and you say ""get better"" but you mean as a person.",948590586356994049
2046,mattlindner,@gabijayy ok if you're gonna subtweet me at least mention my handle next time dude,948597972249513985,gabijayy,so weird that i only see men complaining on social media about being sick. it's almost as if...they...are...the...weaker...sex...????,948597758667231232
2047,DolansBiscuit,@sebtsb alright sis damn let's not subtweet each other,948591190403895296,sebtsb,i’m so fuckin happy you’re alive,948590489770627077
2048,YOUNGC44,@Sampson_2 Yes you don't have to subtweet me lol,948590281611513860,Sampson_2,¿¿¿¿¿You mad at Trumps tweets so you gon tweet?????,948358163182403587
2049,beelzepube,@priskuls4L I’m responsible for the subtweet aren’t I 😎,948586525406715905,priskuls4L,AYE GIRL COME AND DRAG ME DOWN,948439493358637056
2050,abbbyhandrahan,@bekkey_ why u always subtweet me like i don’t have ur notifications on,948586157234966529,bekkey_,my roommate/best friend is fr a workaholic,948326658049757185
2051,dani_heffron11,@_jojothekidd Did you just subtweet me? 😂,948584936147124224,_jojothekidd,if you don’t like me why you worried bout what i do,948583689390354434
2052,rebekahentralgo,@PykeA Is this a subtweet about me,948584257940836352,PykeA,"Stop👏writing👏""Electric Boogaloo""👏 jokes👏if👏you👏haven't👏actually👏watched👏the👏entire👏""Breakin'""👏film👏franchise👏",948388542522318848
2053,SpiderrrpiggUHC,"@WintherWaffle Meh for me, subtweet is when I'm not tagged so I'm not able to see it",948582563899199488,WintherWaffle,That spiderpigg guy definetly wants to be the new maximux,831195385075027968
2054,tousleshommes,@puptriton is this a subtweet about yourself,948582143894179841,puptriton,No i don’t want to buy your workout plan. Please stick to posting thrist traps,948562710828109824
2055,abidhussayn,@kaalakawaa Ooooooohhhh! heavy subtweet.,948582027355443200,kaalakawaa,You know people who are constantly caustic on Twitter because they think it’s cool? I hope they learn they’re deeply unfunny and non-cool.,948581568024600576
2056,kristilynne,@stephashley subtweet,948580161632571392,stephashley,someone i follow just tweeted a spoiler of #TheCrown and now i'm pissssed. 😞,948577137631653888
2057,Ju_Loc,@sugarfreebreezy Dont subtweet me 🗣🗣😭,948571993430994944,sugarfreebreezy,Ain’t nothing like a lil daddy with a plan 😍,948571703256469504
2058,FSUmanager,"@205jw Not tweeting @ him, but I’m gonna subtweet the hell outta him. He’s the boy that cried wolf.",948571315518214144,205jw,Why everybody talkin bout trident?,948563351252152321
2059,Jezzs_,@tfMogee pls dont subtweet mythos and i,948568639103471617,tfMogee,I dreamt I cracked an egg and got 2  out if it and felt super lucky. Then next moment it fell down the sink lol,948568418109870080
2060,ProGamingWithEd,@Seak1ng This is a lovely subtweet,948566746268667904,Seak1ng,It hasn't been long since I've last said it but i love you and Ed.,948522208690954240
2061,benfinks,@BenJNZzz What's a subtweet? How do I do it to (for?) you?,948557140846882821,BenJNZzz,"Yo, it's 8:07 p.m. I'm flagging and have a long few days ahead...  Subtweet me.  Pump me up!",948526337098043393
2062,adetabiremre,@Cervantes1127 TJP felt this subtweet!,948555153380081664,Cervantes1127,I hope home girl never comes back to Twitter lol it's been a pleasure not being harassed w/ her drama &amp; fake account 💅🏼,948554897355694080
2063,Blooming_words,@TensionAnita Make sure you subtweet too😁😳,948541027530477568,TensionAnita,My soulmate is on your TL and I'm going to write some real bad poems about that.,948538270933291009
2064,lachlan_barker,@kulitsawomatang This is a subtweet isn’t it,948536841652772864,kulitsawomatang,"if it wasn’t more of a hassle, i (the mum and planner in any group) would make proper itineraries and agendas",948532180812144647
2065,HHaddi_,@Airieo2G You don't need to subtweet and put it on a hashtag,948518389311356930,Airieo2G,"Your age doesn’t define your Skill, your Team don’t define your intelligence, and rumors don’t define who you are. #lfsanzcod",948518205567385600
2066,theorangechris,@GopleIsCool Oof what a subtweet,948503422818398208,GopleIsCool,"I’d much rather have someone say they’re not down to hang than make up an excuse. Of course, the excuse may be true but it’s hard believe it",948345135858790400
2067,findingxdes,@luciaa_a9 say what? don’t subtweet me. who are u again?,948479970296262656,luciaa_a9,"Des, I just wanted to say...",948477224071688192
2068,RynBecher,@xavierlopez325 Okay subtweet,948473053045927936,xavierlopez325,Does twitter ever get uncomfortable for people because it gets too personal. Like damn didn’t know I was reading your diary.,948465836603289600
2069,graceofwrath,@liznotlis Is this a subtweet?? (Is it gauche to call out a subtweet? How does this work?) https://t.co/dATUMrUdLc,948465610182283264,liznotlis,Oh my god do not ever start a conversation by saying “oh hey”,948401344523587584
2070,SirSexiRexi,"@rikkey58 how dare you refer to me as rex
i have a reason for a rexi subtweet you monster
i can't see these subtweets",948459615016181761,rikkey58,I feel like rex and i are getting closer and this makes me happy,948459374548344832
2071,bobridgess,@Nishaaa_100 you hide behind the internet because instead of messaging me back you subtweet me. grow up tanisha you’re 21 now.,948458664175652864,Nishaaa_100,I honestly have nothing to hide,948458276143874048
2072,_bailalaila,@0hheyyitsamberr is this a subtweet @ me cause you had literally just invited me to sleep over lmao.,948455366584541185,0hheyyitsamberr,"If I invite you over to my house, you are special bc I don’t let anyone come over haha",948428257778573312
2073,T__Douglass,@lexirs_ Don’t subtweet at me,948448702573707264,lexirs_,The most annoying thing is when people act different around certain people 🤦🏽‍♀️,948446184271589377
2074,behrulkahil,@AkramaMianoor You just retweeted somebody’s subtweet for you,948447608296607746,AkramaMianoor,Rt this if you know my nickname,948444577979097089
2075,bitsaaayy,@MeoLontes don’t subtweet me,948445743429271552,MeoLontes,"So my coworker is going to the Super Bowl this year to ""work"" a Surface booth.",948439889028108288
2076,Ungodly_Commie,@Some_BlackGuy Is this a Ben Shapiro and Keemstar subtweet?,948445543432208384,Some_BlackGuy,“I think Ben Shapiro leans a bit to the right.” -Keemstar,948445294361919488
2077,abby_burke,@chef_BOYER_T @wellnitzdani Maybe just @ is next time. Couldn’t be more of an obvious subtweet.,948444415638556673,wellnitzdani,have u ever met someone so creepy that u want to wear an ankle length denim skirt and a bonnet for the rest of your life,948207382626209794
2078,DizzyDreamerSid,@iSlusherz 1st subtweet lol,948444309929578496,iSlusherz,Sidney’s voice and laugh tho 🤤🤤🤤😍,948440985599643648
2079,kenzkenz1202,@kreepiekid actual gif of me rising from the dead when you subtweet people https://t.co/3AKYgZig4F,948443662949797889,kreepiekid,Sure. IM the crazy bitch,948436353808773120
2080,McIntire_Harry,@imnotbrooke subtweet,948443339443011585,imnotbrooke,"""I know you're the last person i should ask, but do we have olive oil?""-someone who forgets i am a chef and have cooked pancakes",948369764463906816
2081,Billy_Hashtag,@KeshaTedder @poolgoddess918 Did someone just subtweet me🤔😂😂,948440825234640896,KeshaTedder,"Hey strangers that get reflective on my jokes, If I wanted unsolicited advice I’d go to a therapist.",948416034943438848
2082,noa_zee,@adam_chal The Opener was literally a musical subtweet to the whole fucking music scene and those idiots didn't take notice lmao,948438926145896448,adam_chal,If you're running a festival and not desperately calling Camp Cope to try and book em headliners you're a fucking idiot,948432689572536321
2083,Haleyb223,@_Papa_sMURPH Hey at least this isn’t a subtweet.. 😂,948432644534161410,_Papa_sMURPH,Waking up Haley today will be the biggest challenge of 2018,947890145558253568
2084,cryptickaren,@EnigmaticEdwin Go look at my subtweet. You need to,948429800145747969,EnigmaticEdwin,I haven’t worked out this late since ‘08; and we’re looking at a full house,948420102227050496
2085,Morgo_82,@blakemitch I sense a subtweet https://t.co/xDsVlCyinR,948427584571817984,blakemitch,"If I'm not allowed to be upset, frustrated, or give up on this team in your opinion. 

Do us both a favor and unfollow/disconnect us.",948426970748002304
2086,tac0belli,@realDonaldTrump How this man gonna subtweet himself rn,948427342745128960,realDonaldTrump,The global warming we should be worried about is the global warming caused by NUCLEAR WEAPONS in the hands of crazy or incompetent leaders!,464251796354269184
2087,caitcake_,@cnw__ Hope this was a subtweet to Jesus cause you don’t got no girl 🤔,948426048521277440,cnw__,I'll always love you 🤞🏼,948425420722130944
2088,ThaCoolBreezy,@Alcto3 subtweet caught,948424152897089536,Alcto3,loser wants to be popular. makes twitter account and brags about ratio,948422262650150917
2089,JEliotMar,"@Izzy_Geronimo Does this count as a subtweet if 1: assuming he doesn’t have a twitter and 2: you didn’t @ him?

Doe… https://t.co/Bza3ptb4kS",948421440142901251,Izzy_Geronimo,Rob wants me to sell him my old iPhone 6. How much should I charge him? Mind you it has 128 GB,948418689610661889
2090,realsamnorton,@shinjanator Is this a subtweet about me,948421187998289921,shinjanator,I will never understand why anyone would purposely try to bring others down. Just be good to people.,948420911815852032
2091,IsseiBernal,@nenarbarazi I came back for this... a baby subtweet be real and @ the people @ me @hams,948420255398989830,nenarbarazi,"Things that need to stop in 2018 (might add more to the list later): 
1. People who are not black saying the N word.
2. Hookah snap stories",948377263460028416
2092,yuungjas_,@Kami_Sword17 No the correct thing to do is block me then wait a week and unblock me then subtweet me again,948419311403786240,Kami_Sword17,When all ur faves are gonna be at Coachella this year but you won’t be there 😐😑😐,948388004586024960
2093,blair_wilcox,@AlyeFree So much subtweet,948418786226573312,AlyeFree,looking for friends to go to a Grizz game with?? also maybe a concert (BONUS)??? no application or resume required,948414386728849408
2094,heysammetz,@aristo_CAT_ did you just subtweet us while we’re literally in the same room as you?,948417817098977280,aristo_CAT_,it’s funny when people you’ve known for three months are willing to do more for you than people you’ve known for years,948404715917889536
2095,STRONGSHARKTANK,@queenkoffy good subtweet,948413412886884359,queenkoffy,"PUBG is so 2017
this year we playn' PUPG",948413180962922498
2096,raena,@_dnch Don’t subtweet me bissh,948413208661934081,_dnch,There's an intriguing irony in someone with terrible hand-writing having such a fetish for stationery.,948399217839562752
2097,Leo_LeClair,@Courtney_k98 Technically this is a subtweet,948412875370123265,Courtney_k98,It’s 2018 and we still sub tweeting lmaoooo,948412250217439233
2098,FBGrav,@ColeGetsJoked Why the subtweet?,948412084840054784,ColeGetsJoked,Yet another team wasting my time. When will kids open there eyes and realize they’re wasting people’s time and to speak up,948411718430019586
2099,CryptoGat,@xEnnser is this a subtweet cuz im leaving you?  dont worry im still on SB,948411471339360257,xEnnser,2018 none of my boys getting cucked,948408092152205312
2100,SyrupGrace,@Gaybie_ I mean white people who say it in general...but this smells like a subtweet 😬,948410809469816833,Gaybie_,White girls who use the n word to refer to their white boyfriends all while having no lips 😷😷😷,948401372420100096
2101,DeliaChristina,"@ALK312 It was an epic subtweet, girl.",948410552618905600,ALK312,I think he’s just trying to ruin the #Olympics (cuz Vlad is angry with the #IOC). Or he’s insane 🤷🏻‍♀️,948392476167024641
2102,kayla_stephensx,@MaiJcleod3 Don’t subtweet me and my friends &amp; then get butt hurt bc you lose the argument,948409549232443392,MaiJcleod3,"Shoutout to everyone who left the party early last night, it rly made me feel special",947963183553228801
2103,UsernameNano,@JeffreeStar Girl don’t subtweet yourself,948408868408889345,JeffreeStar,Some people really need to rethink what the word “respect” means.,948050857899171840
2104,KiiiimLee,@aedwardslevy 🥂🏆subtweet of the day,948405201064644608,aedwardslevy,"apropos of totally nothing, but you know those buttons you push to cross the street that don't actually do anything when you push them?",948397693382119424
2105,momentofmagnus,@neeratanden @jamisonfoser I’m sure Marco can subtweet out some choice verses from Revelations,948400670532661248,neeratanden,"If we all die in a nuclear war, do you think Ben Sasse, Flake, Graham, Rubio, et al, will find it deeply concerning?",948369103387086848
2106,JCarrTweets,@MCcentricity I’m gonna subtweet about you,948398181494161409,MCcentricity,I didnt wanna permanently remove any hair cuz...what if there’s a zombie apocalypse and I need the protective layers 🙁,948367289266704384
2107,Sam_Ewing19,@amERICKAngirl PSA this isn’t a subtweet about me everyone,948397744615550977,amERICKAngirl,"If you cheat, you’re scum. No exceptions.",948382669007704065
2108,Iaurennnnnnn,@UncleBlazer What if all I do is subtweet?,948397093332357120,UncleBlazer,One of the rules when you sign up for twitter should be that your last tweet before you died HAS to be on your tombstone,948396503491518464
2109,gaymerprincess,@Styracosaurus_ nice subtweet fucker,948394489437077504,Styracosaurus_,get i get a fuckin uhhhhhhhhhhh fat pussy,948394428439322624
2110,AugieRFC,@GhostyTheToasty Hit me with that subtweet,948393124719710213,GhostyTheToasty,people think logan paul did the suicide forest thing as a publicity stunt lolololol,948392595742445568
